"comp_1","comp_2","milestone_id"
-7.16217542181049,0.785641983262285,"M165"
-7.17810995859823,0.910261926582921,"M77"
-8.77453183879776,3.03294910107198,"M166"
-9.56680697054139,2.83976529390782,"M167"
3.54102949351961,10.6228185474144,"M168"
6.75513201177715,7.49578590428892,"M169"
2.5911370600271,-6.40421314477186,"M170"
7.47170565129906,-5.2322367926821,"M171"
7.12665933573119,-5.80274127419089,"M172"
2.93732502301605,0.911117296186231,"M173"
3.79298826401253,-6.66150971546294,"M174"
7.69304811738802,-4.64038280974976,"M176"
6.403275656266,-1.60266520959739,"M177"
4.07589198521616,-6.50126416914022,"M178"
2.41194479991797,-0.533863959949673,"M179"
2.53445173636856,-0.0114777111693498,"M180"
2.40865200938244,-0.274481776294929,"M181"
7.54849409574689,0.469187705138576,"M182"
7.48050424213726,0.101263821236525,"M183"
7.87781637217081,-3.16931695319274,"M184"
7.99197466700764,-4.47545402587989,"M185"
7.75090522501733,1.72100981095038,"M186"
2.82805925377625,0.747551533231668,"M187"
1.59346040224419,-2.24609606420823,"M188"
4.5169705582205,-4.44616459214637,"M190"
3.88939029391351,-0.0492453819697204,"M191"
4.26780244923505,-6.18213558310943,"M192"
7.45855011067456,-0.0448359831451298,"M193"
2.15725623522926,-4.81509588870754,"M194"
3.56344574965067,-0.601176596815905,"M195"
5.98362889870138,-1.94711512405547,"M196"
7.38902770758414,-0.355697198820434,"M197"
2.50650621815362,-4.33473237570643,"M198"
2.07609063303897,-5.38082947653295,"M199"
7.79477402777625,2.71721629520214,"M200"
2.20868856070931,-5.61052067949424,"M201"
7.09156324991822,-1.34146654485755,"M202"
3.74958195713379,-4.92751247761353,"M203"
2.15740797587685,-3.4617851612275,"M204"
7.59412214762625,0.866583372610444,"M205"
3.19357765870434,-5.52140403135167,"M207"
1.8250619849089,-5.22329579830398,"M209"
7.32710529039003,-0.693182926053941,"M210"
7.15321409105417,-5.50332419645874,"M211"
3.08045674105368,-0.665185819457803,"M212"
6.3350426304468,-3.46940222440221,"M213"
6.22997887149318,-1.61797593737392,"M214"
5.96927327897355,-2.6857764552893,"M215"
2.24210711233829,-4.71430552724761,"M216"
6.23127688329664,-6.02664464903323,"M217"
8.17554404299946,-3.75069112188701,"M219"
7.71600577402016,1.51992643303169,"M221"
2.41633483356108,-6.20795300889672,"M223"
3.28273690639968,-6.68711583220655,"M225"
3.52349550110985,-5.37801513474617,"M226"
6.34570492924471,-3.19992572487562,"M228"
7.24774839946359,-5.18701298133123,"M175"
3.46089907637976,-6.45836009885356,"M230"
1.77486057717116,-2.82914936907793,"M231"
6.07063489190766,-5.48847793111934,"M232"
3.59890430326474,-6.69865912091305,"M233"
1.79601781167264,-1.41173698465783,"M234"
7.7057322759562,-4.0259438049942,"M235"
6.57371507519189,-5.92108375175239,"M236"
3.44300246285016,-6.00912979407709,"M237"
2.78976592278305,-1.25285587968805,"M238"
7.63137299610132,1.21597867924968,"M239"
6.5331633154756,-6.11969632370372,"M241"
5.74867221685968,-2.34315291022186,"M244"
5.96292368350888,-2.46710755286872,"M222"
6.96062647229968,-5.7854271972439,"M245"
6.72710187893566,-1.56785132588026,"M246"
6.28867853495409,-3.61486051315134,"M247"
7.74873833819282,-3.2347534473474,"M248"
5.80177448769199,-5.13798014036531,"M249"
2.64608990851743,-1.60326735990177,"M250"
7.18362759408816,-1.27426454131745,"M251"
5.5871458866375,-4.90825959930521,"M252"
7.24841265015098,-0.988001480494056,"M253"
1.65116035169929,-2.36973871015971,"M254"
8.58194263935737,-4.00249528337481,"M255"
5.79341101393598,-5.48080665876043,"M256"
7.78739677764025,-4.32962461097161,"M259"
5.88845786885746,-4.7761733939707,"M260"
4.21657610856023,-4.60088017968616,"M262"
8.45193502016587,-4.09348319614501,"M264"
5.34122105800361,-4.06348485206145,"M266"
1.77876280790961,-2.6405278861442,"M267"
2.08528226205758,-5.09598810689516,"M268"
1.66601861876273,-1.98652883658728,"M269"
2.08276205431443,-1.52621514232039,"M271"
8.03556126375465,-3.90035000468065,"M273"
1.54639489144609,-1.67105828839819,"M274"
6.30463143388637,-5.88604637947627,"M240"
6.24221313207192,-5.57507771209887,"M270"
2.39875595240575,-1.59988879556261,"M258"
7.59649738208147,-4.94321179987231,"M277"
3.62994982506641,-6.19171697690846,"M278"
3.6055785948251,-6.43361023876833,"M261"
5.66325017786689,-3.8821314039752,"M280"
4.02170117633009,-4.68623680326071,"M281"
3.6332378088105,-0.165641118874176,"M282"
6.58936457131703,-1.40389385910201,"M283"
4.54375153868287,-4.19714856838335,"M284"
2.63443027632446,0.13833518506631,"M285"
8.26978054204405,-3.67646110879051,"M286"
2.91015935888099,-0.801176771063427,"M224"
2.70093186412656,-1.06527819976356,"M265"
3.74333013301326,-0.599496614232371,"M272"
6.02876986331985,-3.72495152513854,"M289"
2.36669998264124,-5.86556588708114,"M291"
3.53364062258265,-0.41603280698053,"M292"
2.6531156159293,0.397173229015938,"M293"
2.05794920301032,-5.84476731101904,"M294"
7.84190854345122,7.01875618940087,"M208"
7.91920707906771,-4.03043588532463,"M297"
7.8218661177626,-4.01648309289506,"M290"
2.8536487605575,0.559962701304011,"M298"
2.6299659878186,-6.5122434666079,"M189"
8.15490674864571,-3.48687414869334,"M301"
7.86930026856696,5.23100349770573,"M302"
7.90656338896232,6.48789709895753,"M296"
8.28297131090511,-3.91555313765216,"M303"
7.82639485556908,-3.47607947532815,"M304"
6.03246675570901,-3.00134456020157,"M305"
6.06792965559609,-3.19274653747,"M257"
3.24542627572343,-5.78702747565806,"M306"
6.01498278646531,-4.16440046940957,"M307"
2.9446255295906,-6.51653249610998,"M308"
2.74360590447346,-6.57011108407688,"M300"
5.96330311163588,-4.55361172994752,"M309"
2.53562958478089,-0.655987793327585,"M242"
6.88764419124807,-1.40825579382547,"M311"
6.81837196283957,-1.47790843272735,"M263"
3.69409959039719,-0.0950439775057682,"M312"
2.57634209861397,11.6854860529043,"M315"
-11.1227676513594,-0.467573223918176,"M316"
-8.34145622629769,2.59192717179615,"M317"
3.43417915371836,11.0806933238036,"M318"
-10.4049748762988,-0.883418015229844,"M319"
3.55156334150457,10.4504844227069,"M320"
2.99221862749647,12.9825152496283,"M321"
-4.20525754745485,3.30801880813593,"M322"
-8.22702418949029,-1.89599692722448,"M323"
-8.79066625890507,-1.15129336784107,"M324"
-10.375410801302,1.40763695363856,"M325"
-9.93836429128007,-0.887229690969012,"M326"
3.53642939699676,9.43127054272863,"M327"
-8.89069071257719,3.14117705417893,"M328"
-9.46497682361879,-1.50526074918103,"M329"
3.13804662716953,12.4255774552207,"M330"
-9.26206887269482,2.63840952822731,"M331"
-1.55898536047228,5.67037751692376,"M332"
-0.901230850840621,6.23611740105464,"M333"
-0.680431941650786,6.23244838998774,"M334"
-7.78499334623412,-1.51304178724,"M335"
-8.61288372207164,3.04413096204669,"M336"
2.94452341119231,8.1581415897886,"M337"
-9.53888911112403,2.98396141302168,"M338"
3.07624840841918,13.3947093464327,"M339"
0.381838097220425,6.85212228093419,"M340"
3.08212401277649,12.1816192816976,"M341"
-6.61502522264431,1.76313984453466,"M342"
1.87844559288183,12.1990894522116,"M343"
-0.219730100312138,6.64204979431894,"M344"
-0.493484714576659,6.58334108610858,"M345"
-1.09864738938524,6.32671402324217,"M346"
-1.29677950681614,6.24800384312476,"M347"
-8.04262865537629,2.34696836496569,"M348"
-7.77123378013207,2.57910756409631,"M349"
-7.72808745159239,-3.1007087114812,"M350"
3.58877310296505,10.0497871397027,"M351"
3.28129733895829,11.5511586873945,"M352"
-7.44881547408878,2.22382118492483,"M353"
-11.0436247394707,0.899231916575914,"M354"
-10.0028377717594,0.488383266806925,"M355"
-6.11032215041512,-3.96224513352927,"M356"
-7.09480125642589,1.15849066978796,"M357"
-7.62980472137475,-3.28595915746573,"M358"
1.26552126507994,7.15793962664328,"M359"
-7.3859423629111,-2.88192652762924,"M360"
-9.34118675663604,2.1573089087676,"M361"
2.73213093152361,7.96268059464595,"M362"
-6.71755982717117,-3.29536886912701,"M363"
-10.3691882147204,1.03079406337053,"M364"
-7.90197194569095,-2.46622221969408,"M365"
3.04542119007957,13.9397389364313,"M366"
5.66835548010308,7.97281561917697,"M367"
-10.8934510643413,0.136340472737861,"M368"
-7.47892546071091,0.646354931224208,"M369"
-11.1588947446524,-0.0992373447291524,"M370"
-10.7762740179116,1.15356554240162,"M371"
-5.74970520356531,-3.88012015047042,"M372"
-10.0352580405661,2.15955700018133,"M373"
2.17342655004864,7.56949194172499,"M374"
-9.49900345336771,-0.682224056070209,"M375"
-2.59874576402525,4.33793811715183,"M376"
-11.1819337198202,-0.337304575832331,"M377"
2.99696444962569,12.6807916518694,"M378"
-10.879473722056,0.425120231802145,"M379"
3.60420187588122,9.82324604111959,"M89"
3.29059656994087,8.72475460713009,"M380"
-8.50387615190944,-1.64940870768415,"M381"
-2.52846461749205,5.08661794629649,"M382"
2.20274437730787,11.8548885102165,"M93"
-7.39372287979638,-1.04763766021871,"M383"
-7.5347234871294,-0.453038723790912,"M384"
-10.2364323073121,1.89637726356055,"M96"
-9.36092174770878,-1.88445587702174,"M385"
-2.62314860929548,4.91483391534884,"M386"
-7.58031948903984,-2.98207369240736,"M104"
-7.17107047433329,0.647185962209141,"M387"
-7.16019393602466,0.338370858752761,"M388"
-9.62716280409074,-1.14486765352242,"M107"
3.45147308781002,10.9075602277303,"M389"
-9.2614669153482,3.01848579487821,"M111"
-10.2496870546857,0.751820169100547,"M117"
-7.30787852619702,1.79346036843321,"M390"
-8.7179887190021,-1.44398059675544,"M124"
-10.7592425724656,0.671086460756205,"M125"
-1.86815237300579,5.32105299440143,"M391"
-7.70677904512582,-2.76160568679142,"M128"
-9.69059910691013,2.23122711748836,"M392"
-9.71019060933424,1.79555517860586,"M393"
2.48740387585538,7.75738360767086,"M136"
-9.50837924096055,2.71479451745911,"M394"
3.04774898012916,13.9957916639739,"M138"
-6.76262656833687,1.18978093569106,"M395"
-8.54463089766312,2.71435759984208,"M142"
1.74096578132482,7.34954777375255,"M144"
1.54775121023083,12.249100182735,"M396"
-7.42558098817442,-1.52907746534388,"M153"
3.53585916795816,10.6814299957623,"M397"
-2.67789413097445,4.7219457185541,"M160"
-7.88925146903826,-1.89007654572264,"M163"
-10.7632725830915,-0.930359706327222,"M164"
2.61472575791317,-6.22820302246996,"M398"
7.65122621672591,-5.09980329209387,"M399"
7.23364707849512,-5.66730551569889,"M400"
3.02719055793696,0.912620475060648,"M401"
3.9910531272964,-6.6730392081461,"M402"
7.53301753766368,-4.75595086833072,"M403"
7.83104284619958,-4.50708094706896,"M404"
6.297846683981,-1.57560983910893,"M405"
6.47042093015903,-1.45996652563852,"M406"
4.10042915339086,-6.31102084821434,"M407"
2.22899517332014,-0.391699422371531,"M408"
2.44678559900385,-0.118654932754423,"M409"
7.51927987001752,0.278268855672607,"M410"
7.89585992933265,-3.00652550898718,"M411"
7.78235643296444,2.02360844794228,"M412"
2.88050179550642,0.626989846077469,"M413"
1.59653145054097,-2.12569678827096,"M414"
4.27573576161963,-4.3927844914328,"M415"
3.76590503602502,-0.0119043351638878,"M416"
7.42748466964815,-0.201133294715314,"M417"
2.0833626677013,-4.94598572751919,"M418"
3.32197494084989,-0.666175286518675,"M419"
5.86744255175407,-2.11956770323176,"M420"
2.37133793907938,-4.58516215372068,"M421"
2.37157695477384,-3.92491096149181,"M422"
1.925443255658,-5.30360568461798,"M423"
7.83203714817161,3.97410989645394,"M424"
2.20573052163193,-5.78452732243287,"M425"
7.02078384608715,-1.40636118444545,"M426"
3.93746329506202,-4.85971086178989,"M427"
1.9565327413063,-3.10318331376781,"M428"
7.61025196529631,1.0799279506348,"M429"
2.0445473869238,-5.51405931195268,"M206"
3.26077556246725,-5.38508147716836,"M430"
3.28954974445084,-5.67326785005181,"M431"
1.91949649528195,-5.15222800127007,"M432"
7.28982169190185,-0.835929811167586,"M433"
6.43207180439016,-3.36892608283316,"M434"
5.89002750651017,-2.86141368428701,"M435"
6.38648619918225,-6.13680894732745,"M436"
7.56678823426199,0.65445415375114,"M218"
8.1695641056722,-3.86267529131691,"M437"
6.10860524882105,-1.77151264216745,"M220"
7.64772156055472,1.34206990290413,"M438"
3.44763713295442,-6.64560522393187,"M439"
3.09673877766327,-6.67115851967363,"M440"
7.35854317289933,-0.522665298838983,"M227"
7.03223960623594,-5.32984814910875,"M229"
5.94087624248798,-5.58676741455281,"M441"
1.61487614804205,-1.50453363218156,"M442"
1.88592134554051,-1.59393470907707,"M443"
7.65468135630427,-4.22143110356017,"M444"
6.74967274729252,-5.71025256731468,"M445"
3.2535535447288,-5.94258748990817,"M446"
3.63852353559228,-6.05074441580547,"M447"
2.6039227672749,-1.37032843511958,"M448"
6.62153714523229,-3.12821280814761,"M243"
6.64174589971581,-1.49024984943378,"M449"
6.09886075646456,-3.54857196079838,"M450"
7.66553188940786,-3.33868248252746,"M451"
5.76284810371715,-5.28672594342736,"M452"
5.74847353348872,-5.01828678596652,"M453"
7.18787260995902,-1.14358507005968,"M454"
5.72270077818816,-4.70311933081626,"M455"
1.68072531450397,-2.529092961839,"M456"
8.75300600156115,-4.06377660787822,"M457"
5.9731647442684,-4.69244556473339,"M458"
8.33709839070067,-4.02158128432041,"M459"
5.35750341077216,-3.78714961726568,"M460"
4.95832572645101,-4.19054817600237,"M461"
1.54539449170714,-1.85072951912557,"M462"
7.99779648523166,-4.0026119884918,"M463"
6.27595821646847,-5.76062360680598,"M275"
2.18966641126966,-1.69331112125004,"M276"
3.71330930565222,-6.32037324246143,"M279"
5.97119496932733,-3.92798580807525,"M464"
3.6452315051601,-0.31414517045375,"M465"
2.63133161193757,0.239977620923937,"M466"
8.28893388604999,-3.57722909471553,"M467"
2.91923468644637,-0.995276610675248,"M287"
3.92936986723478,-0.818747866438228,"M288"
2.71858467429561,0.539064041550577,"M468"
2.04243932422789,-5.9933784034112,"M469"
3.66532123844237,-5.18407846597846,"M295"
2.39014296386523,-6.04429272616461,"M299"
7.97891629338436,-3.47086629055122,"M470"
5.98767489485814,-4.38761222886198,"M471"
2.70138780676182,-0.738041322296067,"M310"
2.63028139888479,-0.137046885202869,"M313"
2.87981237633944,0.847164269666055,"M314"
